depth,cal BP,density,accrate,weight,lycadd,lyc,Abies,Pinus,Juniperus,Taxus,Betula,Corylus,Alnus,Carpinus,Salix,Ulmus,Populus,Acer,Fraxinus,Fagus,Tilia,Juglans,Castanea,Dec_Querc,Mar_Querc,Ever_Querc,Pistacia,Rhamnus,Phillyrea,Buxus,Sambucus,Viburnum,Sanguisorba,Tamarix,Thymelaeaceae,Ephedra distachya,Ephedra fragilis,Ericaceae,Hereda helix,Ilex aquifolium,Viscum album,Lonicera,Vitis,Oleaceae,Myrtus,Olea,,Poaceae,Lygeum spartum,Artemisia,Cichorioideae,Asteroideae,Cardueae,Rubiaceae,Centaurea,Chenopodiaceae,Caryophyllaceae,Plantago,Brassicaceae,Gentiana,Saxifragaceae,Fabaceae,Genista,Lotus type,Trifolium type,Rosaceae,Ribes,Potentilla,Boraginaceae,Sedum,Helianthemum,Linum,Corydalis,Lamiaceae,Urticaceae,Rumex,Plumbaginaceae,Berberidaceae,Euphorbiaceae,Primulaceae,Scrophulariaceae,Papaver,Geraniaceae,Campanulaceae,Dipsacaceae,Malvaceae,Violaceae,Convolvulaceae,Asphodelus,Liliaceae,Iridaceae,Erodium,Cytisus,Crassulaceae,Lycium,Ranunculaceae,Cistaceae,Orobanchaceae,Galium,Apiaceae,Valerianaceae,Cerealia,Polygonaceae,Pinguicula,Droseraceae,Cannabis,Cyperaceae,Epilobium,Aristolochia,Ranunculus,Thalictrum,Lythrum,Juncus,Utricularia,Typha,Pedicularis,Sparganium,Lemna,Nymphaea,Myriophyllum,Potamogeton,Isoetes,Asplenium,Polypodium,Monolete ornametnada,Monolete indeterminada,Botrychium,Osmunda,Pteris,Selaginella,Trilete ornamentada,Trilete indeterminada,Chaetomium,Podospora,Sordaria,Sporormiella
1100.5,9378.02,1.8,0.16,3.5,24200,30,0,63,10,0,50,16,0,0,1,4,0,0,0,0,0,0,0,6,20,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,1,1,0,0,0,5,3,0,6,1,1,14,1,2,3,1,0,0,0,0,0,0,0,13,6,2,0,0,0,2,7,1,0,0,0,0,0,0,0,2,0,1,0,8,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105.5,9409.36,1.6,0.16,3.9,24200,80,0,100,12,0,43,8,0,0,1,4,0,0,0,0,0,1,0,4,4,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,9,0,11,0,1,0,0,0,3,1,2,2,0,3,16,1,2,4,3,0,0,0,0,0,0,0,7,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,1,0,0,5,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
1115.5,9472.04,1.8,0.16,4.3,24200,32,0,79,3,0,54,12,0,0,2,1,0,0,1,0,0,0,0,2,14,16,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,27,0,5,0,2,0,0,0,5,0,0,2,0,3,15,4,0,4,4,0,0,0,0,0,0,0,17,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,10,0,0,0,6,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125.5,9534.73,1.8,0.16,4,24200,236,0,103,12,0,34,16,0,0,1,4,0,0,0,0,0,2,0,3,13,19,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,3,0,0,0,9,0,5,4,0,0,0,0,1,0,0,1,0,0,16,3,0,0,4,0,0,0,0,0,0,0,18,7,0,0,0,0,2,2,1,0,0,0,0,0,0,0,4,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135.5,9597.41,1.8,0.16,4.4,24200,77,0,110,19,0,38,13,0,0,4,3,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,5,0,1,0,0,0,20,0,7,0,2,0,0,0,2,5,0,1,0,0,14,10,1,0,1,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1140.5,9628.75,1.8,0.16,3.4,24200,16,0,130,13,0,56,20,0,0,3,2,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,5,0,1,0,0,0,2,5,0,0,0,2,9,2,4,0,1,0,0,0,0,0,0,0,2,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1145.5,9660.1,1.7,0.16,3.7,24200,170,0,173,11,0,30,3,0,0,1,3,1,0,0,0,0,0,0,3,6,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,3,2,2,0,0,1,4,1,0,2,1,1,23,1,1,1,0,0,0,0,0,0,0,1,10,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150.5,9691.44,1.7,0.16,3.8,24200,300,0,194,20,1,11,3,0,0,0,1,0,0,0,0,0,0,0,1,13,11,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,14,0,5,1,0,0,0,0,1,4,0,0,0,1,12,6,0,0,1,0,0,0,0,1,0,0,12,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,7,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0
1155.5,9722.78,1.7,0.16,4,24200,139,0,161,10,0,22,6,0,0,0,1,0,0,0,0,0,0,0,3,6,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,18,0,7,0,1,0,0,0,3,0,0,5,0,1,11,3,1,2,1,0,0,0,0,0,0,0,6,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1160.5,9754.12,1.7,0.16,4.2,24200,150,0,130,14,0,32,9,0,0,0,3,0,0,0,0,0,0,0,3,13,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,10,0,2,0,0,0,3,6,0,0,0,4,19,8,1,0,2,0,0,0,0,1,0,0,17,8,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,4,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
1165.5,9785.46,1.7,0.16,3.3,24200,191,0,129,15,0,31,15,0,0,2,1,0,0,0,0,0,0,0,9,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,21,0,7,0,0,0,0,0,3,4,0,0,0,0,10,1,1,0,5,0,0,0,1,0,0,0,10,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,6,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167.5,9798,1.7,0.01,5.7,24200,1,0,71,4,0,66,15,0,0,0,2,0,0,0,0,0,0,0,4,8,10,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,20,1,0,0,1,0,3,5,0,2,0,2,30,15,0,2,6,0,0,0,3,1,0,0,9,6,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
