depth,cal BP,density,accrate,weight,lycadd,lyc,CHAR,Abies,Pinus,Juniperus,Taxus,Betula,Corylus,Alnus,Carpinus,Salix,Ulmus,Populus,Acer,Fraxinus,Fagus,Tilia,Juglans,Castanea,Dec_Querc,Mar_Querc,Ever_Querc,Pistacia,Rhamnus,Phillyrea,Buxus,Sambucus,Viburnum,Tamarix,Thymelaeaceae,Ephedra dist,Ephedra frag,Ericaceae,Hereda helix,Ilex aquifolium,Viscum album,Lonicera,Vitis,Oleaceae,Myrtus,Olea,Poaceae,Lygeum,Artemisia,Cicho,Astroi,Carduaceae,Rubiac,Centaurea,Chenopo,Caryphy,Plantago,Brassicac,Genitana,Saxifrag,Fabaceae,Genista,Lotus type,Trifolium type,Rosaceae,Potentilla,Boraginac,Sedum,Helianthem,Linum,Corydalis,Lamiaceae,Urticaceae,Rumex,Plumbagi,Berberidaceae,Euphorbiac,Primulac,Scrophulari,Papaver,Geraniac,Campanulac,Dipsacacea,Malvaceae,Violaceae,Convolvulaceae,Asphodelus,Liliaceae,Iridaceae,Erodium,Cytisus,Crassulaceae,Ranunculaceae,Cistaceae,Orobanchaceae,Galium,Apiaceae,Valerian,Cerealia,Polygon,Pinguicola,Droseraceae,Cannabis,Epilobium,Aristolochia,Cyperaceae,Ranunculus,Thalictrum,Lythrum,Juncus,Typha,Pedicularis,Sparganium,Lemna,Nymphaea,Myriophy,Potamogeton,Isoetes,Asplenium,Polypodium,Monolete_ornam,Monolete_indet,Botrychium,Selaginella,Trilete_ornam,Trilete_indet,Chaetomium,Podospora,Sordaria,Glomus,total,herb
666.5,7299.09,1.9,0.16,5,24200,1,90791.7822881393,0,107243.492957751,1489.49295774654,0,87880.0845070457,16384.4225352119,1489.49295774654,0,4468.47887323961,2978.98591549307,1489.49295774654,0,0,0,14894.9295774654,0,0,41705.802816903,59579.7183098615,26810.8732394377,1489.49295774654,0,0,0,0,1489.49295774654,0,0,0,0,0,1489.49295774654,0,0,0,0,0,0,0,14894.9295774654,0,11915.9436619723,0,2978.98591549307,0,0,0,2978.98591549307,4468.47887323961,0,7447.46478873268,1489.49295774654,4468.47887323961,22342.394366198,0,1489.49295774654,4468.47887323961,14894.9295774654,0,0,4468.47887323961,0,0,0,11915.9436619723,1489.49295774654,0,0,0,0,2978.98591549307,7447.46478873268,0,0,0,0,0,0,0,0,0,0,0,0,2978.98591549307,8936.95774647922,1489.49295774654,0,0,5957.97183098615,0,0,0,0,0,0,0,0,2978.98591549307,0,1489.49295774654,0,0,0,1489.49295774654,0,0,0,16384.4225352119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512385.577464808,141501.830985921
676.5,7360.83,1.9,0.16,4,24200,96,105699.568762612,0,2249.754988263,58.1833186619741,0,523.649867957767,543.044307511758,0,0,96.9721977699568,38.7888791079827,77.5777582159654,0,0,0,77.5777582159654,0,0,349.099911971844,407.283230633819,232.733274647896,0,19.3944395539914,0,0,0,0,0,0,19.3944395539914,0,0,19.3944395539914,0,0,0,0,0,0,0,155.155516431931,0,38.7888791079827,38.7888791079827,0,0,19.3944395539914,0,19.3944395539914,0,0,0,0,0,174.549955985922,155.155516431931,0,0,38.7888791079827,0,0,0,0,0,0,58.1833186619741,77.5777582159654,0,0,0,0,0,77.5777582159654,0,0,0,0,0,0,0,0,19.3944395539914,0,0,0,0,0,0,0,0,38.7888791079827,0,0,0,0,0,0,0,0,38.7888791079827,116.366637323948,38.7888791079827,0,38.7888791079827,0,0,0,0,0,96.9721977699568,0,0,0,0,0,0,0,0,0,58.1833186619741,0,0,0,0,5624.38747065749,911.538659037594
686.5,7425.06,2.1,0.16,4,24200,14,132212.972341406,0,15192.8430079161,984.721306068635,0,5908.32783641181,2954.1639182059,0,0,281.348944591039,140.674472295519,140.674472295519,0,0,0,562.697889182077,0,0,4923.60653034317,4360.9086411611,1266.07025065967,0,0,0,0,0,0,0,0,0,0,0,140.674472295519,0,0,0,0,0,0,0,2532.14050131935,0,703.372361477596,281.348944591039,281.348944591039,0,140.674472295519,0,0,703.372361477596,0,281.348944591039,0,281.348944591039,1688.09366754623,0,140.674472295519,0,562.697889182077,0,0,0,0,0,0,844.046833773115,562.697889182077,0,0,0,0,562.697889182077,281.348944591039,0,0,0,0,0,0,0,0,422.023416886558,140.674472295519,0,0,281.348944591039,281.348944591039,281.348944591039,0,0,422.023416886558,0,0,0,0,0,0,0,0,281.348944591039,0,0,0,0,0,140.674472295519,0,0,0,1266.07025065967,140.674472295519,0,0,0,0,140.674472295519,140.674472295519,0,0,0,0,0,0,0,48532.6929419541,11675.9812005281
700,7512.15,1.9,0.16,3.8,24200,56,97637.1459254445,0,3684.3314172636,100.481765925371,0,1641.20217678106,703.372361477596,0,0,0,0,33.4939219751236,0,0,0,100.481765925371,0,0,669.878439502473,803.854127402967,401.927063701484,0,0,0,0,33.4939219751236,0,33.4939219751236,0,0,33.4939219751236,0,33.4939219751236,0,0,0,0,0,0,0,368.43314172636,0,133.975687900495,33.4939219751236,133.975687900495,0,0,0,66.9878439502473,33.4939219751236,0,66.9878439502473,0,0,502.408829626855,0,0,0,334.939219751236,0,0,0,33.4939219751236,0,0,133.975687900495,100.481765925371,0,0,0,33.4939219751236,100.481765925371,133.975687900495,0,0,0,0,0,0,0,0,66.9878439502473,33.4939219751236,0,0,133.975687900495,133.975687900495,33.4939219751236,0,0,66.9878439502473,0,0,0,0,0,0,0,0,133.975687900495,33.4939219751236,0,0,0,0,0,0,0,0,234.457453825865,66.9878439502473,0,0,0,0,0,33.4939219751236,0,0,0,0,0,0,0,10952.5124858654,2679.51375800989
710,7576.66,1.9,0.16,4.1,24200,10,125528.313440924,0,21730.2030375192,173.841624300154,0,6953.66497200615,2433.78274020215,173.841624300154,0,347.683248600308,173.841624300154,0,0,173.841624300154,0,173.841624300154,0,0,3129.14923740277,3129.14923740277,2433.78274020215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.683248600308,0,0,4172.19898320369,0,521.524872900462,347.683248600308,347.683248600308,0,0,173.841624300154,347.683248600308,869.208121500769,0,869.208121500769,0,173.841624300154,3302.99086170292,347.683248600308,173.841624300154,869.208121500769,1043.04974580092,0,0,173.841624300154,1043.04974580092,0,0,695.366497200615,173.841624300154,0,0,695.366497200615,0,347.683248600308,869.208121500769,0,0,173.841624300154,0,0,0,521.524872900462,0,173.841624300154,0,0,0,347.683248600308,347.683248600308,0,0,0,1043.04974580092,173.841624300154,0,0,0,0,0,0,0,173.841624300154,0,0,0,0,0,0,0,0,0,695.366497200615,173.841624300154,0,173.841624300154,0,0,0,0,0,0,0,0,0,0,0,61713.7766265546,20339.470043118
720,7641.17,1.8,0.16,4.7,24200,1,74160.6687105918,0,150850.923482855,1436.67546174147,0,56030.3430079174,21550.1319261221,0,0,0,1436.67546174147,1436.67546174147,0,1436.67546174147,0,7183.37730870737,0,0,31606.8601583124,35916.8865435368,5746.70184696589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22986.8073878636,0,10056.7282321903,1436.67546174147,2873.35092348295,0,1436.67546174147,1436.67546174147,1436.67546174147,2873.35092348295,1436.67546174147,1436.67546174147,0,1436.67546174147,31606.8601583124,4310.02638522442,0,1436.67546174147,5746.70184696589,1436.67546174147,0,0,8620.05277044884,0,0,20113.4564643806,2873.35092348295,0,0,0,0,1436.67546174147,2873.35092348295,1436.67546174147,0,0,0,0,0,1436.67546174147,0,2873.35092348295,0,0,0,4310.02638522442,10056.7282321903,5746.70184696589,0,0,8620.05277044884,0,0,0,0,0,0,0,0,7183.37730870737,4310.02638522442,0,0,0,0,0,0,0,0,5746.70184696589,1436.67546174147,0,0,0,1436.67546174147,0,0,0,0,0,0,0,0,0,478412.928759911,163781.002638528
730,7705.68,1.7,0.16,3.1,24200,1,72970.6318655339,0,146059.430589842,2057.17507873017,0,119316.15456635,28800.4511022224,0,0,6171.52523619052,8228.7003149207,0,0,2057.17507873017,0,4114.35015746035,0,0,32914.8012596828,57600.9022044449,37029.1514171431,2057.17507873017,0,0,0,0,0,2057.17507873017,0,0,0,0,0,0,0,0,0,2057.17507873017,0,0,32914.8012596828,0,22628.9258660319,0,2057.17507873017,0,4114.35015746035,4114.35015746035,6171.52523619052,8228.7003149207,0,12343.050472381,0,2057.17507873017,59658.0772831751,2057.17507873017,4114.35015746035,8228.7003149207,2057.17507873017,0,0,2057.17507873017,4114.35015746035,0,0,12343.050472381,4114.35015746035,2057.17507873017,0,2057.17507873017,0,8228.7003149207,2057.17507873017,2057.17507873017,0,0,0,0,0,2057.17507873017,0,2057.17507873017,2057.17507873017,0,0,8228.7003149207,14400.2255511112,0,0,0,8228.7003149207,0,0,0,0,0,0,0,0,2057.17507873017,2057.17507873017,2057.17507873017,0,0,0,0,0,0,0,10285.8753936509,2057.17507873017,0,0,0,0,0,0,4114.35015746035,0,2057.17507873017,0,0,0,0,697382.351689529,246861.009447621
740,7770.19,1.8,0.16,3.5,24200,2,111924.328465324,0,81993.1209951026,1929.24990576712,0,43408.1228797602,21221.7489634383,0,0,4823.1247644178,964.624952883561,0,0,0,0,964.624952883561,0,0,29903.3735393904,19292.4990576712,17363.2491519041,964.624952883561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964.624952883561,0,0,27974.1236336233,0,1929.24990576712,964.624952883561,964.624952883561,0,4823.1247644178,0,2893.87485865068,964.624952883561,964.624952883561,4823.1247644178,964.624952883561,0,21221.7489634383,0,1929.24990576712,964.624952883561,8681.62457595204,964.624952883561,1929.24990576712,964.624952883561,5787.74971730136,0,0,8681.62457595204,4823.1247644178,1929.24990576712,0,0,0,964.624952883561,1929.24990576712,0,0,0,0,0,0,0,0,2893.87485865068,0,0,0,964.624952883561,3858.49981153424,964.624952883561,0,0,10610.8744817192,0,0,0,0,0,0,0,0,1929.24990576712,1929.24990576712,0,964.624952883561,0,0,0,0,0,0,10610.8744817192,0,0,0,964.624952883561,0,0,0,0,0,0,0,0,0,0,351123.482849616,127330.49378063
750,7834.7,1.8,0.16,4.4,24200,1,92715.411033029,0,93612.4670184728,4603.89182058063,0,87473.944591032,29157.981530344,0,0,1534.63060686021,1534.63060686021,0,0,0,0,3069.26121372042,0,0,30692.6121372042,30692.6121372042,33761.8733509246,1534.63060686021,0,0,0,0,0,3069.26121372042,0,0,0,0,0,0,0,0,0,1534.63060686021,0,0,18415.5672823225,0,4603.89182058063,0,3069.26121372042,0,0,0,4603.89182058063,10742.4142480215,0,3069.26121372042,1534.63060686021,4603.89182058063,27623.3509234838,9207.78364116126,7673.15303430105,9207.78364116126,18415.5672823225,0,0,1534.63060686021,7673.15303430105,0,0,23019.4591029031,6138.52242744084,1534.63060686021,0,1534.63060686021,0,7673.15303430105,4603.89182058063,3069.26121372042,0,1534.63060686021,0,0,0,0,0,0,0,0,0,7673.15303430105,18415.5672823225,0,0,0,21484.8284960429,0,0,0,0,0,0,0,0,0,3069.26121372042,1534.63060686021,0,0,0,0,0,0,0,6138.52242744084,1534.63060686021,0,0,0,0,0,0,0,0,0,0,0,0,0,550932.387862816,228659.960422171
760,7899.21,1.8,0.16,3.9,24200,1,108398.402408945,0,188720.215141066,3462.75624112047,0,88300.2841485721,24239.2936878433,0,0,5194.13436168071,1731.37812056024,0,0,1731.37812056024,0,1731.37812056024,0,0,27702.0499289638,22507.9155672831,19045.1593261626,0,0,0,1731.37812056024,0,0,5194.13436168071,0,0,0,0,0,0,0,0,0,1731.37812056024,0,0,22507.9155672831,0,10388.2687233614,1731.37812056024,3462.75624112047,0,0,0,6925.51248224095,0,1731.37812056024,6925.51248224095,1731.37812056024,0,22507.9155672831,12119.6468439217,1731.37812056024,10388.2687233614,8656.89060280118,1731.37812056024,0,0,1731.37812056024,0,0,10388.2687233614,5194.13436168071,1731.37812056024,0,1731.37812056024,0,0,3462.75624112047,0,0,0,0,0,0,0,0,1731.37812056024,0,0,0,5194.13436168071,22507.9155672831,0,0,0,13851.0249644819,0,0,0,0,0,0,0,0,1731.37812056024,5194.13436168071,0,0,0,0,1731.37812056024,0,1731.37812056024,0,3462.75624112047,1731.37812056024,0,0,1731.37812056024,0,0,0,1731.37812056024,0,0,0,0,0,0,573086.157905439,180063.324538265
770,7963.72,1.8,0.16,3.7,24200,1,99286.07999363,0,149647.222420315,7299.86450830802,0,116797.832132928,41974.2209227712,0,0,1824.96612707701,3649.93225415401,0,0,0,0,1824.96612707701,0,0,21899.5935249241,62048.8483206182,21899.5935249241,1824.96612707701,0,0,0,0,0,0,0,1824.96612707701,0,0,0,0,0,0,0,0,0,0,32849.3902873861,0,10949.796762462,0,0,0,0,0,10949.796762462,5474.89838123102,0,7299.86450830802,0,5474.89838123102,18249.6612707701,12774.762889539,1824.96612707701,3649.93225415401,3649.93225415401,0,0,3649.93225415401,3649.93225415401,0,0,20074.6273978471,9124.83063538503,0,0,0,0,5474.89838123102,5474.89838123102,1824.96612707701,0,0,0,0,0,1824.96612707701,0,1824.96612707701,1824.96612707701,0,0,9124.83063538503,7299.86450830802,0,1824.96612707701,0,1824.96612707701,0,0,0,0,0,0,0,0,3649.93225415401,7299.86450830802,1824.96612707701,0,0,0,1824.96612707701,0,0,0,9124.83063538503,0,0,1824.96612707701,0,0,0,0,0,0,0,0,0,0,0,620488.483206182,187971.511088932
775,7995.98,1.8,0.16,4.2,24200,46,63168.6775163723,0,2516.41292056581,174.750897261515,0,1712.55879316284,1432.95735754442,0,0,244.65125616612,0,0,0,0,0,0,0,0,209.701076713817,454.352332879938,69.9003589046058,0,0,0,0,0,0,0,0,0,34.9501794523029,0,0,0,0,0,0,0,0,0,803.854127402967,0,174.750897261515,34.9501794523029,34.9501794523029,34.9501794523029,34.9501794523029,0,69.9003589046058,104.850538356909,0,34.9501794523029,0,0,349.501794523029,34.9501794523029,209.701076713817,69.9003589046058,139.800717809212,0,0,34.9501794523029,0,0,0,314.551615070726,244.65125616612,0,0,0,0,174.750897261515,244.65125616612,0,0,0,0,0,0,0,0,0,0,0,0,69.9003589046058,139.800717809212,0,0,0,209.701076713817,0,0,0,0,0,0,0,0,139.800717809212,0,69.9003589046058,0,0,0,0,0,0,0,139.800717809212,0,0,0,0,0,69.9003589046058,0,0,0,0,0,0,0,0,10415.1534767863,3564.9183041349
780,8028.23,1.8,0.16,3.4,24200,59,74654.0846585336,0,3265.10639585213,168.30445339444,0,1615.72275258662,774.200485614423,0,0,33.660890678888,67.3217813577759,0,0,0,0,33.660890678888,0,0,471.252469504431,302.948016109992,235.626234752216,0,0,0,0,0,0,0,0,33.660890678888,33.660890678888,33.660890678888,0,0,0,0,0,33.660890678888,0,0,336.60890678888,0,33.660890678888,168.30445339444,100.982672036664,0,0,0,67.3217813577759,134.643562715552,0,134.643562715552,0,33.660890678888,336.60890678888,100.982672036664,67.3217813577759,168.30445339444,100.982672036664,0,0,33.660890678888,33.660890678888,0,0,336.60890678888,269.287125431104,0,0,0,0,100.982672036664,168.30445339444,0,0,0,0,0,0,0,0,134.643562715552,33.660890678888,33.660890678888,0,33.660890678888,201.965344073328,33.660890678888,0,0,201.965344073328,0,0,0,0,0,0,0,0,33.660890678888,67.3217813577759,0,0,0,0,0,0,0,0,370.269797467768,67.3217813577759,0,0,0,0,0,33.660890678888,33.660890678888,0,0,0,0,0,0,10502.197891813,3399.74995856768
785,8060.49,1.8,0.16,3.1,24200,55,85505.4500738736,0,3089.06289897023,237.62022299771,0,1782.15167248282,950.48089199084,0,0,39.6033704996183,118.810111498855,39.6033704996183,0,39.6033704996183,0,0,0,0,514.843816495038,356.430334496565,198.016852498092,0,0,0,0,0,0,39.6033704996183,39.6033704996183,0,0,39.6033704996183,0,0,0,0,0,39.6033704996183,0,0,1267.30785598779,0,158.413481998473,118.810111498855,118.810111498855,39.6033704996183,0,0,39.6033704996183,158.413481998473,0,79.2067409992366,0,79.2067409992366,198.016852498092,39.6033704996183,118.810111498855,237.62022299771,277.223593497328,0,0,39.6033704996183,79.2067409992366,0,0,158.413481998473,316.826963996947,0,0,0,0,0,118.810111498855,0,0,0,0,0,0,0,39.6033704996183,79.2067409992366,0,0,0,79.2067409992366,237.62022299771,0,0,0,356.430334496565,39.6033704996183,0,0,0,0,0,0,0,118.810111498855,39.6033704996183,39.6033704996183,0,0,0,0,0,0,0,356.430334496565,39.6033704996183,0,39.6033704996183,0,0,0,0,39.6033704996183,0,0,0,0,0,0,11999.8212613843,4475.18086645687
790,8092.74,1.9,0.16,4.8,24200,61,70198.561351097,0,1777.00813364194,267.76834890495,24.3425771731773,900.675355407559,389.481234770836,0,0,48.6851543463546,48.6851543463546,48.6851543463546,0,0,0,0,0,0,876.332778234382,0,170.398040212241,0,73.0277315195318,0,0,0,0,0,0,0,0,0,24.3425771731773,0,0,0,0,0,24.3425771731773,0,486.851543463546,0,48.6851543463546,0,0,0,0,0,121.712885865886,0,0,24.3425771731773,0,0,438.166389117191,413.823811944014,0,0,48.6851543463546,0,0,0,0,0,0,121.712885865886,219.083194558595,48.6851543463546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0277315195318,0,0,0,0,0,0,0,0,267.76834890495,194.740617385418,24.3425771731773,0,73.0277315195318,0,0,0,24.3425771731773,0,170.398040212241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6718.55129979693,2044.77648254689
795,8125,1.7,0.23,3.4,24200,70,61210.9938471153,0,3016.66156202181,195.887114417001,0,1449.5646466858,783.548457668003,0,0,0,39.1774228834001,0,0,0,0,39.1774228834001,0,0,822.725880551403,352.596805950601,156.709691533601,0,0,0,0,0,0,0,0,0,39.1774228834001,39.1774228834001,0,0,0,0,0,0,0,0,1057.7904178518,0,117.5322686502,39.1774228834001,78.3548457668003,39.1774228834001,0,0,39.1774228834001,156.709691533601,0,117.5322686502,39.1774228834001,39.1774228834001,195.887114417001,195.887114417001,78.3548457668003,235.064537300401,195.887114417001,0,0,78.3548457668003,156.709691533601,0,0,235.064537300401,156.709691533601,0,0,39.1774228834001,0,274.241960183801,78.3548457668003,0,0,0,0,0,0,0,0,0,0,39.1774228834001,0,117.5322686502,313.419383067201,0,0,0,744.371034784602,39.1774228834001,0,0,0,0,0,0,0,39.1774228834001,117.5322686502,0,0,0,0,0,0,0,0,274.241960183801,0,0,39.1774228834001,0,0,156.709691533601,0,0,0,0,0,0,0,0,11831.5817107868,4897.17786042502
800,8147.06,2,0.23,4.5,24200,49,112799.573243969,0,6119.14033607392,49.7491084233652,0,2537.20452959163,1094.48038531404,0,0,49.7491084233652,49.7491084233652,0,0,0,0,0,0,0,298.494650540191,895.483951620574,397.992867386922,49.7491084233652,0,0,0,0,0,0,0,0,0,49.7491084233652,0,0,0,0,0,49.7491084233652,0,0,198.996433693461,0,298.494650540191,99.4982168467305,248.745542116826,0,49.7491084233652,49.7491084233652,99.4982168467305,49.7491084233652,49.7491084233652,248.745542116826,0,198.996433693461,0,348.243758963557,0,99.4982168467305,198.996433693461,0,0,49.7491084233652,49.7491084233652,0,0,298.494650540191,348.243758963557,49.7491084233652,0,0,0,49.7491084233652,149.247325270096,0,0,0,0,0,0,0,0,0,0,0,0,198.996433693461,248.745542116826,0,0,0,49.7491084233652,0,0,0,0,0,0,0,0,99.4982168467305,49.7491084233652,99.4982168467305,0,0,0,49.7491084233652,0,0,0,596.989301080383,0,0,49.7491084233652,0,0,49.7491084233652,0,0,0,0,0,0,0,0,15372.4745028199,3731.18313175239
805,8169.12,1.9,0.23,4.1,24200,77,153953.556342007,0,5215.54871379012,165.049009930067,0,1782.52930724472,495.147029790201,0,0,66.0196039720268,33.0098019860134,0,0,0,0,0,0,0,198.05881191608,396.117623832161,264.078415888107,33.0098019860134,0,0,0,0,0,0,0,33.0098019860134,0,33.0098019860134,0,0,0,0,0,0,0,0,561.166633762228,0,66.0196039720268,165.049009930067,66.0196039720268,33.0098019860134,0,0,99.0294059580402,33.0098019860134,0,99.0294059580402,0,0,528.156831776215,198.05881191608,33.0098019860134,66.0196039720268,99.0294059580402,0,0,33.0098019860134,66.0196039720268,0,0,132.039207944054,231.068613902094,0,0,0,0,66.0196039720268,66.0196039720268,0,0,0,0,0,0,0,0,99.0294059580402,0,33.0098019860134,0,0,99.0294059580402,0,0,0,165.049009930067,0,0,0,0,0,0,0,0,0,33.0098019860134,0,0,0,0,33.0098019860134,0,0,0,99.0294059580402,0,0,0,0,0,33.0098019860134,33.0098019860134,33.0098019860134,0,0,0,0,0,0,11751.4895070208,3036.90178271323
810,8191.18,2,0.23,3.9,24200,91,201153.660001699,0,4327.28931256491,154.546046877318,0,1854.55256252782,556.365768758345,0,0,30.9092093754636,0,0,0,0,0,0,0,0,123.636837501854,61.8184187509272,309.092093754636,0,0,0,0,0,0,0,0,0,30.9092093754636,0,0,0,0,0,0,30.9092093754636,0,0,216.364465628245,0,123.636837501854,30.9092093754636,185.455256252782,0,0,30.9092093754636,30.9092093754636,61.8184187509272,0,61.8184187509272,0,61.8184187509272,649.093396884736,123.636837501854,0,123.636837501854,61.8184187509272,0,0,0,61.8184187509272,0,30.9092093754636,309.092093754636,309.092093754636,0,0,0,0,0,30.9092093754636,0,0,0,0,0,0,0,0,92.7276281263908,0,0,0,123.636837501854,154.546046877318,0,0,0,154.546046877318,0,0,0,0,0,0,0,0,0,92.7276281263908,0,0,0,0,0,0,0,0,92.7276281263908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10509.1311876576,3029.10251879543
815,8213.24,2,0.23,4,24200,90,195011.84533987,0,4936.35528330842,121.885315637245,0,1249.32448528176,396.127275821046,0,0,30.4713289093112,0,0,0,0,0,0,0,0,182.827973455867,365.655946911734,243.77063127449,30.4713289093112,0,0,0,0,0,0,0,60.9426578186224,60.9426578186224,0,0,0,0,0,0,30.4713289093112,0,0,639.897907095535,0,121.885315637245,243.77063127449,60.9426578186224,60.9426578186224,0,0,30.4713289093112,91.4139867279336,0,30.4713289093112,30.4713289093112,30.4713289093112,396.127275821046,152.356644546556,60.9426578186224,60.9426578186224,91.4139867279336,0,0,30.4713289093112,60.9426578186224,0,0,243.77063127449,182.827973455867,0,0,30.4713289093112,0,30.4713289093112,30.4713289093112,0,0,0,0,0,0,0,0,30.4713289093112,0,30.4713289093112,0,0,182.827973455867,0,0,0,213.299302365178,0,0,0,0,0,0,0,0,60.9426578186224,30.4713289093112,30.4713289093112,0,0,0,0,0,0,0,121.885315637245,0,0,0,0,0,30.4713289093112,0,0,0,0,0,0,0,0,10878.2644206241,3169.01820656837
820,8235.3,1.8,0.23,4.3,24200,378,108325.651780516,0,1512.4307438708,72.8882286202793,0,133.628419137179,48.5921524135195,0,0,0,6.07401905168994,0,0,0,0,0,0,0,66.8142095685894,66.8142095685894,12.1480381033799,0,0,0,0,0,0,0,0,0,6.07401905168994,6.07401905168994,0,0,0,0,0,6.07401905168994,0,0,127.554400085489,0,6.07401905168994,30.3700952584497,6.07401905168994,0,0,0,0,18.2220571550698,0,6.07401905168994,0,12.1480381033799,103.258323878729,24.2960762067598,0,6.07401905168994,6.07401905168994,0,0,0,18.2220571550698,0,0,24.2960762067598,6.07401905168994,0,0,0,0,6.07401905168994,30.3700952584497,0,0,0,0,0,0,0,0,54.6661714652095,0,0,0,12.1480381033799,36.4441143101397,6.07401905168994,0,0,6.07401905168994,0,0,0,0,0,0,0,0,18.2220571550698,18.2220571550698,0,0,6.07401905168994,0,0,6.07401905168994,0,0,6.07401905168994,6.07401905168994,0,0,0,0,0,0,0,0,0,0,0,0,0,2484.27379214119,546.661714652095
825,8257.36,2,0.23,4.9,24200,592,124746.455815007,0,1183.64221645794,22.6896271525483,0,68.068881457645,37.8160452542472,0,0,0,0,0,0,0,0,0,0,0,37.8160452542472,30.2528362033978,30.2528362033978,0,0,0,0,0,3.78160452542472,0,0,0,0,3.78160452542472,0,0,0,0,0,0,0,0,79.4136950339192,0,3.78160452542472,15.1264181016989,0,3.78160452542472,0,0,3.78160452542472,0,3.78160452542472,0,0,0,49.1608588305214,22.6896271525483,3.78160452542472,11.3448135762742,0,0,0,0,3.78160452542472,0,0,11.3448135762742,18.9080226271236,0,0,0,0,0,15.1264181016989,0,0,0,3.78160452542472,0,0,0,0,0,0,0,0,0,11.3448135762742,0,0,0,11.3448135762742,0,0,0,0,0,0,0,0,3.78160452542472,11.3448135762742,0,0,0,0,0,0,0,0,7.56320905084944,7.56320905084944,0,7.56320905084944,0,0,0,0,0,0,0,0,0,0,0,1690.37722286485,272.27552583058
830,8279.43,1.9,0.23,4.1,24200,331,106987.867702658,0,2572.47082244476,76.7901738043212,0,153.580347608642,38.3950869021606,0,0,0,7.67901738043212,0,0,0,0,0,0,0,84.4691911847533,107.50624332605,30.7160695217285,0,0,0,0,0,0,0,0,7.67901738043212,0,0,0,0,0,15.3580347608642,0,0,0,0,122.864278086914,0,15.3580347608642,46.0741042825927,7.67901738043212,0,0,0,7.67901738043212,7.67901738043212,0,7.67901738043212,0,0,122.864278086914,15.3580347608642,0,0,0,0,0,0,15.3580347608642,0,0,92.1482085651855,7.67901738043212,0,0,0,0,7.67901738043212,53.7531216630249,0,0,15.3580347608642,0,0,0,0,0,15.3580347608642,0,0,0,7.67901738043212,53.7531216630249,0,7.67901738043212,0,15.3580347608642,0,0,0,0,0,0,0,0,7.67901738043212,7.67901738043212,0,0,7.67901738043212,0,0,0,0,0,30.7160695217285,7.67901738043212,0,0,0,0,0,7.67901738043212,0,0,0,0,0,0,0,3739.68146427044,645.037459956298
835,8301.49,1.9,0.23,4.7,24200,499,87596.5956113539,0,2123.96323062233,22.2171886048361,0,75.5384412564428,57.7646903725739,0,0,0,0,4.44343772096722,0,0,0,0,0,0,8.88687544193445,35.5475017677378,17.7737508838689,0,0,0,0,0,4.44343772096722,0,0,4.44343772096722,0,0,0,0,0,0,0,0,0,0,106.642505303213,0,4.44343772096722,44.4343772096723,0,4.44343772096722,0,8.88687544193445,0,8.88687544193445,0,17.7737508838689,0,0,66.6515658145084,26.6606263258033,4.44343772096722,4.44343772096722,4.44343772096722,0,0,0,8.88687544193445,0,0,8.88687544193445,4.44343772096722,0,0,0,0,4.44343772096722,13.3303131629017,0,0,0,0,0,0,0,0,4.44343772096722,17.7737508838689,0,0,4.44343772096722,8.88687544193445,0,0,0,4.44343772096722,4.44343772096722,0,0,0,0,0,0,0,8.88687544193445,4.44343772096722,0,0,0,0,0,0,0,0,8.88687544193445,0,0,4.44343772096722,0,0,4.44343772096722,0,0,0,0,0,0,0,0,2741.60107383678,386.579081724148
838,8314.72,1.8,0.23,4.5,24200,292,105773.815235712,0,1961.01785227321,90.1617403344003,0,217.890872474801,105.1886970568,0,0,0,0,0,0,7.51347836120002,0,0,0,0,45.0808701672001,97.6752186956003,45.0808701672001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.756088862801,0,37.5673918060001,82.6482619732003,7.51347836120002,0,0,7.51347836120002,7.51347836120002,30.0539134448001,0,30.0539134448001,22.5404350836001,0,97.6752186956003,30.0539134448001,15.0269567224,7.51347836120002,7.51347836120002,0,0,0,22.5404350836001,0,0,60.1078268896002,52.5943485284002,0,0,7.51347836120002,0,30.0539134448001,22.5404350836001,7.51347836120002,0,7.51347836120002,0,0,0,0,0,30.0539134448001,0,0,0,0,30.0539134448001,0,0,0,22.5404350836001,0,0,0,0,0,0,0,0,7.51347836120002,15.0269567224,0,0,0,0,0,0,0,0,30.0539134448001,0,0,0,7.51347836120002,0,0,0,0,0,0,0,0,0,0,3388.57874090121,818.969141370802
